id,context
201,This was an incredibly stupid movie. It was possibly the worst movie I've ever had the displeasure of sitting through. I cannot fathom how it ranks a rating of 5 or 6.............
202,"Sloppily directed, witless comedy that supposedly spoofs the ""classic"" 50s ""alien invasion"" films, but really is no better than them, except of course in the purely technical department (good makeup effects). And any spoof that is worse than its target is doomed to fail (""Casino Royale"", ""Our Man Flint"" are worse than almost any James Bond movie). After two hours of hearing the screeching voices of the aliens, you'll be begging for some peace and quiet."
203,Dysfunctional family goes home for the holidays and murder and mayhem result. Violent sexy Milligan at his most home made. Little better than a home movie (as much of Milligans films are) this is a trip into depravity 1960's style.
204,"If you're after the real story of early Baroque painter Artemisia Gentileschi, you'll be disappointed- however if you're after a reasonably crafted bodice ripper with an art theme, you've found you're movie. This film is such a foundationally inaccurate depiction of Artemisia Gentileschi's life that it almost made me weep. (Type in Artemisia inaccuracies in Google and check out some of the fact vs. fiction articles.)"
205,"As others have noted, this movie is criminally inaccurate in its portrayal of the artist's life and I for one was very annoyed and offended... by its transformation of her rape into a tragic love affair, by the implication that her rapist was responsible for 'awakening her talent,' by its complete disregard for her work, by the way it turned her into a sex object, on and on, you get the idea. Also, I find it disturbing that people who aren't familiar with Gentileschi will see this film and walk away with that kind of impression of her."
206,"Artemesia takes the usual story about the art world, eg, ""You can't paint that! But I want to!"" and plasters it with sex and scandal to make the whole film, well, interesting, but not remarkable."
207,"The acting is good, the women are beautiful, and the men are handsome, so if you're looking for well-acted soft porn, this movie is for you. Otherwise, you are wasting your time. The motivation of the main characters, in particular the eponymous lead, is often a mystery."
208,An awful film! It must have been up against some real stinkers to be nominated for the Golden Globe. They've taken the story of the first famous female Renaissance painter and mangled it beyond recognition.
209,What did the director think? Everybody who has read the biography of Artemisia is left impressed by her guts to face a public rape trial in Renaissance times and even suffer torture in order to show that Tassi was guilty. That fact shows the real independence and emancipation - in her most terrible hour she stands her MAN.
210,"This flick was a blow to me. I guess little girls should aspire to be nothing more than swimsuit models, home makers or mistresses, since that seems to be all they'll ever be portrayed as anyway. It is truly saddening to see an artist's work and life being so unjustly misinterpretated."
211,"When I saw the preview, I thought: this is going to be a great movie. And indeed it could have been. The actress playing the main character was very credible, and the beauty of the filming is undeniable."
212,"I was disgusted by this movie. No it wasn't because of the graphic sex scenes, it was because it ruined the image of Artemisia Gentileschi. This movie does not hold much truth about her and her art."
213,"I didn't think the French could make a bad movie, but I was, clearly, very wrong. As has been said before, this film essentially uses its title character as a point of departure; its portrayal of her life and person have little or nothing to do with the real Artemisia Gentileschi. The script is awful -- pretentious, stilted, and vapid -- and its rewriting of the facts is unusually offensive even in a genre that all too often makes its living by distorting, rather than retelling, history."
214,"It figures this is a French film, LOL, with the emphasis on young girls with much older men...why is it the French are so fixated on this kind of thing? When the age difference is this great, it really comes off as pervy! Valentina Cervi is beautiful (she bears a strong resemblance to Olivia Hussey, of Zeffirelli's '68 Romeo and Juliet, set in a similar period), but she looks about 15 and the actor playing Tassi, her painting instructor, looks...well, 50 is KIND."
215,"Any time a movie is so myopic in its desire to present a particular ending or viewpoint that it simply doesn't bother with an actual story, it's annoying. Those are the types of movies where the ending or viewpoint is conceived first, and the story simply tacked on. For this reason we often talk of the story ""jumping through hoops"" as it twists about, trying in vain to progress to the preordained ending in a logical fashion."
216,2 stars for Kay Francis -- she's wonderful! And she didn't deserve this horrible tripe that Warner Bros. threw her way! The two-pronged premise that this movie is based on is ridiculous and unbelievable in the extreme.
217,"Wow, the plot for this film is all over the place! There is so much plot and so many things that happen that it practically made my head spin!! And, as a result, none of it seemed particularly believable."
218,"The competition for the worst Warner Bros Kay Francis movie is stiff. I've only seen perhaps eight of them, but Comet over Broadway is the worst so far. The very best thing about it is that it's short."
219,"I read somewhere that when Kay Francis refused to take a cut in pay, Warner Bros. retaliated by casting her in inferior projects for the remainder of her contract. She decided to take the money. But her career suffered accordingly."
220,"When converting a book to film, it is generally a good idea to keep at least some of the author's intended tone or conveyed concepts, rather than ignoring the author altogether. While it is clear that the director had access to and went on the advice of Elinore Stewart's children, it is key to note that the children believed their mother to be a complete liar in regards to the good, enriching, strengthening experiences of homesteading her land. The book details her life on her and her husband's adjoining homesteads in the vast Wyoming frontier; she chronicles daily adventures with her numerous friends and acquaintances, though they lived dozens of miles apart."
221,One of the most disgusting films I have ever seen. I wanted to vomit after watching it. I saw this movie in my American History class and the purpose was to see an incite on the life of a farmer in the West during the late 1800's.
222,"I realize that living in the Western Plains of Wyoming during the 1900s was brutal, in fact, it probably is still brutal today, but was it monumental enough to transform into a seemingly ""made-for-TV"" movie? Also, women's rights were still budding in this nation during this time, so to find an independent woman determined to start fresh in this harsh territory, and still show the realism of the era  would it make for good viewing? Honestly, I don't know."
223,"That's what my friend Brian said about this movie after about an hour of it. He wasn't able to keep from dozing off. I had been ranting about how execrable it was and finally I relented and played it, having run out of adjectives for ""boring""."
224,"The only thing I remember about this movie are two things: first, as a twelve year old, even I thought it stunk. Second, it was so bad that when Mad magazine did a parody of it, they quit after the first page, and wrote a disclaimer at the bottom of the page saying that they had completely disavowed it. If you want to see great sophomoric comedies of this period, try Animal House."
225,"A stale ""misfits-in-the-army"" saga, which half-heartedly attempts to be both surreal (the foreign subtitles) AND vulgar (the flatulence gags), but just ends up being a mix of many different kinds of humor, none of them followed very successfully. Barbara Bach, the Bond Girl from ""The Spy Who Loved Me"", has only two or three brief scenes. What a waste!"
226,"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile."
227,"Mad Magazine may have a lot of crazy people working for it...but obviously someone there had some common sense when the powers-that-be disowned this waste of celluloid...the editing is el crapo, the plot is incredibly thin and stupid...and the only reason it gets a two out of ten is that Stacy Nelkin takes off some of her clothes and we get a nice chest shot...I never thought I would feel sorry for Ralph Macchio making the decision to be in this thing, but I do...and I REALLY feel bad for Ron Leibman and Tom Poston, gifted actors who never should have shown up in this piece of...film...at least Mr. Leibman had the cajones to refuse to have his name put anywhere on the movie...and he comes out ahead...there are actually copies of this thing with Mad's beginning sequence still on it...if you can locate one, grab it cuz it is probably worth something...it's the only thing about this movie that's worth anything...and a note to the folks at IMDb.com...there is no way to spoil this movie for anyone...the makers spoiled it by themselves..."
228,"Before I comment on this movie I just watched on YouTube, I have to admit that the reason I checked this out was to rewatch something I first saw on the TV ads in 1980: Barbara Bach's cleavage. And since the movie received an R rating, I expected to see her nude. Alas, no dice for her or of the other gorgeous actress that appeared here: Stacey Nelkin who's supposed to be a teen but was actually 20 when she made this."
229,"There are bad movies, terrible movies even boring movies...I can watch most and put up until the end, not this time. Avoid this like the plague, annoying music throughout, terrible editing, no comedy, its tackier than a novelty mug...My missus wanted to watch this thinking it would be Legally Blonde material or something kind of watchable, but never better than average, chick flick. Its the first time she was begging me to push the stop button."
230,How could I best express my feelings about this movie: hideous? a headache? lack of coherent writing?
231,"When I was at the movie store the other day, I passed up Blonde and Blonder, but something about it just seemed like it could possibly be a cute movie. Who knows? I mean, I'm sure most people bashed Romy and Michelle before they saw it, Blonde and Blonder might have just been another secret treasure that was passed up."
232,"This movie is not in anyway funny, it tries to be funny with it's lame humor, which is so dry and boring that the movie is just 2 hours of torture. Throughout the whole movie i was thinking one thing, ""when is this gonna end"". One thing you have to hand to them, is that they do have a very few mildly funny moments, which is also why i gave it a whole 2 stars."
233,"Blonde and Blonder was unfunny.Basically, it was a rip-off girl version of Dumb and Dumber, but less funny, and they used too much background noises and music.WAY TOO MUCH BACKGROUND NOISES AND MUSIC IF YOU ASK ME!!! !It starts out immensely boring, and TOTALLY inane.It doesn't pick up pace anywhere soon, and I was feeling more frustrated as this nonsense carried on.Maybe, the only thing that saved me from giving this movie a 1 was the last 30 minutes.I found it somewhat entertaining and interesting as it neared the end, but that was the only part.Also, I couldn't help but like Pamela Anderson and Denise Richard's characters a little.Even though this movie didn't get any laughs from me, it kept my attention.I wouldn't say to completely avoid this movie, but there are thousands of better films for you to spend your time and money on than Blonde and Blonder."
234,"This has got to go down as almost one of the worst movies of all time. Awful acting, awful script... and they were the good points! One to Definitely miss!"
235,"Warning: Avoid this super duper awful movie...if you watched it you will be SOOOOOOOOO disappointed. Pam and Denise are grandma age now what are they doing? Trying SO HARD to be young innocent and sexy, just not working AT ALL."
236,"I was required to watch the movie for my work, so I didn't pay for it (on the contrary, i got paid), but I still found the movie to suck far more than average. The jokes were lame, the two lead actresses... well, to use the ""First wives club"" division of women's ages in Hollywood, they are no longer in their ""hot chick"" age but more in their ""district attorney"" age. What angered me most about the movie was the main plot line, which pretty much completely plagiarized ""Beavis & Butthead Do America"" (in which the boys are all jazzed up about some dude offering them money to ""do his wife"", not realizing they're expected to assassinate her)."
237,"I was looking for a cute, simple comedy to pass the time but choosing this film proved to be an enormous mistake. I can't write a single good thing about it. First, the script is stupid and not funny at all, relying on tired, recycled jokes and a farting turtle for laughs."
238,"What is this crap? My little cousin picked this out obviously for the overly girlie DVD art and title... I decided to watch it with her so she didn't get bored, and I sure was appalled at the horrible quality."
239,"Sure, I like short cartoons, but I didn't like this one. Naturally, kids would love it. But then again, I'm not a kid anymore (although I still consider myself young)."
240,"Add to the list of caricatures: a Southern preacher and ""congregation,"" a torch singer (Sophie Tucker? ), a dancing chorus, and The Mills Brothers -- it only makes it worse. Contemptible burlesques of ""Negro"" performers, who themselves often appear in films to be parodying themselves and their race."
241,"Even thought I'm not the biggest of Cher fans, this movie was her crowning achievement. Granted, there were long term side-effects and risks of brain damage, memory loss (and) intellectual impairment, upon the screening such a film. A 1989 survey of Moonstruck fans by the UK Advocacy Network revealed that one-third of 300 Moonstruck fans surveyed believed Moonstruck had damaged them and an astounding 80% claimed it had irreparably destroyed their minds."
242,"Generally over rated movie which boasts a strong cast and some clever dialog and of course Dean Martin songs. Problem is Nicholas Cage, there is no chemistry between he and Cher and they are the central love story. Cher almost makes up for this with her reactions to Cage's shifting accent and out of control body language."
243,"Ok, first the good: Cher's performance and the cinematography. Although I'm no Cher fan, she gives an excellent performance and her part was well written. The cinematography was well done and captures a sense of romance."
244,"I watched this movie for a project on love. please tell Nicolas Cage to learn what it would feel like to be his character, and then re-read the lines he's saying. My life cannot go on... i accidentally cut off my own hand...my brother was close by."
245,"I don't care how many nominations this junk got for best this and that, this movie stunk. I didn't know whether to turn off the set, or file a lawsuit with O.J. 's attorney for wrongful damage to my mental health."
246,"This show is painful to watch ... It is obvious that the creators had no clue what to do with this show, from the ever changing ""jobs"", boyfriends, and cast. It appears that they wanted to cast Amanda Bynes in something ... but had no idea what, and came up with this crappy show."
247,"I'll admit I've only watched a handful of episodes, but each one seemed completely different from the next. It seems after the first season, the producers decided to completely retool the show, drop characters, introduce new ones, and rewrite the entire show dynamic. As you have probably surmised already, the show is about quirky, unpredictable teenager Holly (Amanda Bynes) who moves in with her high strung sister Valerie (Jennie Garth) in New York City."
248,What I hate about this show is how poorly the leads are written. These women have no self-respect or dignity. The entire plot is them throwing themselves at guys.
249,"Well, what can you say about sitcoms. There often quite lame, morale dedicative, and just plain. So is this show!"
250,"This was disappointing. It started well enough but as it went on and lost every opportunity to soar, it fell flat. Maria Schrader's acting is dreadful, never seeming to mean what she says, or even knowing what she says until she says it."
251,"One thing that astonished me about this film (and not in a good way) was that Nathan Stoltzfus, who seems to pride himself on being the major historian on the topic of the Rosenstrasse, was one of the historians working on this film, considering how much of the actual events were altered or disregarded. Another reviewer said that von Trotta said she never meant for Lena to bed Goebbels, but in that case, why did she give every impression that that was what had happened? Why not show other possible reasons for the mens' release, such as the disaster that was Stalingrad, or the Nazis' fear that the international press, based in Berlin, would find out about the protest."
252,"(SPOILERS IN THIS) ""Rosenstraße"" is a movie about heroic women in German Nazi time. But it is way too long, it is not touching and sometimes even boring! There are too many clichés and not enough good acting."
253,"Overall an extremely disappointing picture. Very, very slow build up to the basic storyline. The role of Maria Schrader searching for her families secret past."
254,"This game was made by Sega. Being made by Sega I didn't expect much, but I also didn't expect this junk either. For starters the camera angles work against you in this game."
255,"We don't have this on television in England but I walked it over the Internet on YouTube. It's dumb, immature and boring! This is from the creator of ""Earthworm Jim"" Douglas TenNapel, I never got into that cartoon but I must admit it better than this."
256,"** HERE BE SPOILERS **  Recap: Mia (Helin) is returning home from capital Stockholm to rural Rättvik to celebrate her fathers 70th birthday. She is by far the youngest child, and has two sisters Eivor (Ernst) and Gunilla (Petrén). Eivor has a family and still lives in Rättvik and Gunilla has divorced and moved a town away."
257,"Just a stilted rip-off of the infinitely better ""Murder, She Wrote"", it is absolutely amazing that this poorly-written garbage lasted for a full eight years. I'm sure most of the people who watched this unentertaining crap were in their sixties and seventies and just tuned in because they had nothing better to do, or simply remembered its star from the old Dick Van Dyke Show. Van Dyke, who only had a decent career in the 1960s, never was much of an actor at all (by his own admission) and he was already far too old to play a doctor when the series began in 1993."
258,"This is an ""anthology"" horror film. It's made up of 4 short stories taken from the fiction of Robert Bloch (who wrote for Weird Tales and was personal friends with H.P. Lovecraft, but is most famous for the original story ""Psycho"")."
259,"(Spoilers) I was very curious to see this film, after having heard that it was clever and witty. I had to stop halfway because of the unbearable boredom I felt. The idea behind the film would have been acceptable: depicting the way the relationship between a man and a woman evolves, through all the problems and difficulties that two people living in a big city can experience."
260,"If you've ever been harassed on the Underground by a Christian who says, ""Jesus is the answer. What's the question? "", then perhaps you should thank God if you've never met a Lacanian."
261,"An old intellectual talks about what he considers art in movies. You get your Hitchcock, your Chaplin, your Bergman and some other stuff prior to the 80ies. To disguise that he has no clue what is going on in cinemas these days, he throws in The Matrix."
262,"Already his first claim, that desires are always artificial, is totally fallacious. When a Jehovah Witness reject gets his own documentary on movies  or anything for that matter - it's time for anyone to get their own. Although far, far more intelligent than, say, Paris Hilton (I know, not too difficult) Zizek's mouth spews just as much baloney as hers, just a different kind."
263,"This film is predictable; it is more predictable then a Vinnie Testaverdi pass, when he huts the ball for the Jets. One saw the ending coming up halfway through the film. The politics reminds me when I was back east."
264,"This movie had the potential to be far more than it was. But it not only fails to deliver, it brings up nauseous self righteous preaching at the same time. John Cusack is even flatter than he was in Midnight of the Garden of Good and Evil."
265,"Admittedly, I find Al Pacino to be a guilty pleasure. He was a fine actor until Scent of a Woman, where he apparently overdosed on himself irreparably. I hoped this film, of which I'd heard almost nothing growing up, would be a nice little gem."
266,"Wow. This is really not that good. I would like to agree with the others in that at least the acting is good... it is, but it is nothing special."
267,"I was lured to see this movie by its starpower, but ultimately that's all it delivers. It plays much more like a Greek tragedy than a modern thriller about big city corruption. It's greatest flaw is its predictibability and utter lack of suspense."
268,"Wow, a movie about NYC politics seemingly written by someone who has never set foot in NYC. You know there's a problem when at one moment you expect the credits to roll and the movie continues on for another half hour. The characters are boring, John Cusack's accent is laughable, and the plotline teeters between boring and laughable."
269,"> What a dud. It began with some promise, then became unfocused and > wandered. John Cusack's Cajun accent was laughable, Bridget Fonda's role > existed only to get a skirt into the film, and Pacino did Pacino."
270,"Don't get me wrong, the movie is beautiful, the shots are stunning, and the material is dramatic. However, it was a big disappointment and I actually left very angry at what Disney had done. BBC's Planet Earth was all of the above and more."
271,"I can't believe I am so angry after seeing this that I am about to write my first ever review on IMDb. This Disney documentary is nothing but a rehashed Planet Earth lite. Now I knew going into this that it was advertised as ""from the people who brought you Planet Earth,"" but I had no idea they were going to blatantly use the exact same cuts as the groundbreaking documentary mini-series."
272,"Yesterday was Earth Day (April 22, 2009) in the US and other countries, and I went to see the full-feature movie-version of ""Earth"" by DisneyNature. I guess, like the auto manufacturers, Disney is trying to convince us that they care about the planet. Maybe they really do care about the planet, I don't know, but I don't think it warrants a special unit with the word ""nature"" in it."
273,"i don't know why, but after all the hype on NPR i thought this was a new movie.....all the best footage has been used for BBC docs and NatGeo projects that you have seen if you are interested in nature programs...it has been repackaged with sappy narration and over-dramatic music for Disney to take advantage of Earth Day-there are great moments, and it is always nice to listen to Darth Vader.......oops,........... James Earl Jones speak, but I had hoped for a ground breaking movie , considering the new camera technology used in the making of this film......it has been sanitized for a child audience, so one can actually see better footage for free on youtube ....i feel that we are due for something as ground breaking as Koyannisquatsi (sic) and this movie is certainly not it"
274,A lot of death happens in the wild. You don't need to be a rocket scientist to figure that out! But does it need to be the focus of a nature documentary?
275,"My title above says it all. Let me make it clearer. If you have seen the BBC's ""Planet Earth"" , which I am sure most of you have , then you are not gonna like this movie too much."
276,For those who'd like to see this movie? I'd say: go! Without the narration it might be a very good movie/documentary.
277,"The Invisible Man is a fantastic movie from 1933, a cutting edge film for it's time where objects appeared to rest on top of a man who was truly invisible. Go ahead, take a look at the film, you will be shocked that it was made in 1933, it was the first true special effects movie. Come 2000, computer aided special effects seem like child's play, audiences are not blown away by special effects, instead they are disappointed if they are not done right."
278,"One could wish that an idea as good as the ""invisible man"" would work better and be more carefully handled in the age of fantastic special effects, but this is not the case. The story, the characters and, finally the entire last 20 minutes of the film are about as fresh as a mad-scientist flick from the early 50's. There are some great moments, mostly due to the amazing special effects and to the very idea of an invisible man stalking the streets."
279,"I get to the cinema every week or so, and regularly check out this site, but never before have I felt compelled to comment on a film. To my all time list of shockingly bad films - Last Man Standing, Spawn, The Bone Collector - I can now add the drivel that was 'Hollow Man'. From the awful opening titles - a ridiculously over-long run through of cast and crew put together with alphabetti spaghetti - through to the insulting finale - a world record number of cliches and some of the most absurd dialogue and acting to have ever made it to cinema - this film is dismal, and only the impressive computer graphics keep you from walking out long before the end."
280,"(some spoilers) - as if you wouldn't know how it'll end My expectations for HOLLOW MAN were high. A very good commercial, a director like Paul Verhoeven and actors like Kevin Bacon and Elisabeth Shue, plus a very interesting theme - invisibility. Every premise for a great movie was accomplished."
281,"Leave it to Paul ""sex on the brain"" Verhoeven to come up with a pointlessly sleazy and juvenile version of the INVISIBLE MAN story. If he'd direct a Pokemon film, I'm sure he'd turn it into some massive orgy of sorts. I don't mind sex or even sleaze (check my other reviews) on film but frankly, it's obvious the director has a one track mind and he couldn't see interesting aspects about an invisible man storyline than the kinky implications it comes with it."
282,"Going into this movie you know that this is movie has six lab technicians in a sealed lab with an invisible maniac. So right away you're guessing who will live and who will die. The survivors end up being exactly who you'd expect them to be, so no points for plot twists there."
283,"This is the kind of movie that leaves you with one impression.. Story writing IS what movie making is about. Incredible visual effects.. Very good acting, especially from Shue."
284,"Within the realm of Science Fiction, two particular themes consistently elicit interest, were initially explored in the literature of a pre-cinematic era, and have since been periodically revisited by filmmakers and writers alike, with varying degrees of success. The first theme, that of time travel, has held an unwavering fascination for fans of film, as well as the written word, most recently on the screen with yet another version of the H.G. Wells classic, `The Time Machine.'"
285,"I don't normally feel much of an incentive to comment on films I don't like, but in a case like this one, I just have to say something. This movie is terrible, illogical, and stupid. There are so many flaws in the storytelling that I don't even feel obliged to elaborate on because it's time for me to move on from this experience."
286,"Unfortunately, one of the best efforts yet made in the area of special effects has been made completely pointless by being placed alongside a lumbering, silly and equally pointless plot and an inadequate, clichéd screenplay. Hollow Man is a rather useless film. Practically everything seen here has been done to death - the characters, the idea and the action sequences (especially the lift shaft!)"
287," Paul Verhoeven finally bombed out on this one. He became a joke on himself. Once again we have a film which includes sex and violence, immorality, leering at women and lots of attitiude talk between the characters and dollying pans."
288,"Other than some neat special effects, this movie has nothing to offer. They threw in some gore and some nudity to try and make it interesting, but with no success. Kevin Bacon's acting was pretty good, but he couldn't salvage the movies lack of plot."
289,"I love special effects and witnessing new technologies that make science fiction seem real. The special effects of this movie are very good. I have seen most of this movie, since it's been airing on HBO for the past couple of months."
290,"The buzz for this film has always been about the fabulous graphics that make Kevin Bacon disappear. Sadly, they stopped there. They should have continued to make the script disappear, then the silly set, and finally every visible element of this film."
291,"This movie is worth watching if you enjoy marvelling over special effects. There are some interesting visuals. Aside from that, it's typical nineties/aughties hollywood fare of dazzle without substance."
292,"Shortly after seeing this film I questioned the mental competence of every actor and actress that accepted a role. Elizabeth Shue is a commendable actress, why would she embrace such an overrated opportunity? I must give credit where credit is due, though."
293,"Another violent, angry fantasy from Paul Verhoeven. Verhoeven is a puzzle: it's difficult to tell whether he takes his sordid impulses seriously, with sardonic intent or operates in complete oblivion. He also seems completely ignorant of the fact that all the brilliant visuals in the world (and this has some outstanding ones) cannot hide a negligence to story, dialogue and performance."
294,To describe this film as garbage is unfair. At least rooting through garbage can be an absorbing hobby. This flick was neither absorbing nor entertaining.
295,"That's what I found myself saying time after time in the remarkably inept 3rd act of this sorry excuse for a film. First off, the computer effects are absolutely mind-blowing! Those computer wizs' really deserve a pat on the back."
296,"I rarely make these comments but I felt compelled to spare others the pain I endured in watching this movie. It's so stupid and implausible both in the overall story and in the details that you simply can't suspend disbelief. The problem starts early, when you see a government researcher tooling around in a new Porsche and dining with his team in a restaraunt that looks like a castle, overlooking the Capitol Building in Washington, D.C. That kind of life on a government salary?"
297,"This picture started out with good intentions, Bacon the scientist out to test the theory of invisibility, and Shue is cute as usual in her role. It all falls apart after that, it's your typical Hollywood thriller now, filmed on a soundstage with special effects galore, minus any kind of humour, wit or soul. In other words, don't waste your time watching this."
298,C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location.
299,"Okay, now what the hell is this supposed to be? Is it a family fantasy movie to cash in further on the huge success of Spielberg's ""Close Encounters of the Third Kind""? Or a throwback to the glorious days of prehistoric epics such as ""When Dinosaurs Ruled the Earth"" and ""The Lost World""?"
300,"I saw this when it was in the theater, it started out so strong I mean back in 1980 this was a bold movie and the special effects were excellent AT THE time. Now you would have to of been at least 30 or so in 1980 to really understand this point because studying film historically misses the mind set at the time the expectations, and other related psychological factors. Now as I said the movie was engaging suspenseful and very entertaining."
301,When I ordered this from Blockbuster's website I had no idea that it would be as terrible as it was. Who knows? Maybe I'd forgotten to take my ADD meds that day.
302,"I cheer for films that fill in subject matter gaps in world cinema. So after watching the trailer for ""Water Lilies,"" I expected to like this film because I thought I'd stumbled on something unique: a movie that honestly portrays teen lesbian love - sort of a female version of ""Beautiful Thing."" The main characters are young French women 15 years old."
303,"For anyone craving a remake of 1989's Slaves of New York. What are there, seven of you? Here it is... was."
304,"Besides being boring, the scenes were oppressive and dark. The movie tried to portray some kind of moral, but fell flat with its message. What were the redeeming qualities??"
305,"For the first couple of seasons, I thought The Apprentice was a highly engaging and exciting show. The combination between reality TV and a 16 week job-interview was innovative, and the producers of the show managed to keep the show relevant and not too ""out there"". The new season 6 is nothing more than a big joke and it has absolutely nothing to do with business - at all."
306,I LOVED the Apprentice for the first two seasons. But now with season 5? (or is it 6?)
307,I bet you Gene Simmons and Vincent Pastore negotiated in advance how many episodes they would be willing to appear in. Isn't just too contrived for Gene to switch to the ladies team and then throw himself on his sword? And Big Pussy?
308,"I can't stand most reality shows and this one is worst than the one with Paris Hilton, and sure it's his company. But ""you're fired"" or ""you're hired"", for how many seasons now? After watching the show I wouldn't want to work for the guy with his ego and all and I think watching paint dry has more entertainment valve."
309,One has to wonder if at any point in the production of this film a script existed that made any sense. Was the rough cut 3 hours long and was it trimmed into the incoherent mess that survives? Why would anyone finance this mess?
310,"Jochen Hick wrote and directed this little thriller of a suspense film based on the concept that the AIDS virus was a sheep virus mutated by the government to rid the world of gays and was apparently tested on convicts in the years before the outbreak of the hideous disease. Were it not for the poignancy of the concept of the film, this would fall into the category of the many films about the ruination of the world by a rampant non-prejudicial infective organism. Stefan (Tom Wlaschiha) journeys from Berlin to San Francisco to investigate his father's scientific suppositions about the induced sheep virus and its effects of the convicts in whom it was infused."
311,"Poorly written conspiracy drama/mystery about the possibility that AIDS was introduced to the public by the government. Wlaschiha plays a gay researcher looking for answers--that within this foggy plot would be hard for anyone to find. Despite the cinematography itself being commendable, the camera hungers for characters of true depth instead of the shallow, amateur acting it unfortunately has to convey."
312,"I don't give much credence to AIDS conspiracy theories but its sociologically interesting to see the phenomenon dramatized. In the early years of the AIDS epidemic, the suffering and paranoia of the scared and dying often generated such dark fantasies. This was especially true in the politically radical and sexually extreme demi-monde of San Francisco."
313,"The cliché of the shell-shocked soldier home from the war is here given dull treatment. Pity a splendid cast, acting to the limits of their high talents, can't redeem 'The Return of the Soldier' from its stiff-collared inability to move the viewer to emotional involvement. Best moments, as another reviewer noted, come when Glenda Jackson is on screen; but even Jackson's crackling good cinematic power can't pull this film's chestnuts from its cold, never warmed hearth."
314,The Good Earth is perhaps the most boring film I've seen in my life. The plot is slow and lacking. The acting is borderline comical.
315,"The Good Earth is not a great film by any means, it is way to ordinary. Maybe it was different in the 1930's but who would want to see the life of a farmer. It is not very interesting to me."
316,"A couple of farmers struggle in life in a small village in China. Wang Lung (Paul Muni) buys O-Lan, his future wife, who becomes his slave (Luis Rainer). American stars appear in the leading roles, talking with fake accents and emphasizing old stereotypes and patriarchal ideology."
317,"Luise Rainer received an Oscar for her performance in The Good Earth. Unfortunately, her role required no. She did not say much and looked pale throughout the film."
318,"Well I'm probably about to be lambasted by everyone on this site, but The Good Earth is one of the worst structured films I've seen in a long time. We have a 2 and a half hour film that feels like its three and a half because it has two films in one. The first film tells the story of a family that has to move form their home because of drought and famine."
319,"The Good Earth follows the life a slave girl and a poor farmer in China. The movie is based on the novel by Pearl S. Buck. The story is great, but I hated that they decided to cast Anglos in the lead roles."
320,"Well, what was fun... except for the fun part. It's my second least favorite so far, I even thought it was worse than 'Lazarus' and 'Ghost in the Machine'. Let's start with the good."
321,"Amazing. That's what you'd say if you sat through this film. Simply, incredibly, amazing."
322,"This movie could be used in film classes in a ""How Not to Script a B-Movie"" course. There are inherent constrictions in a B-movie: Budgets are tight, Time is precious (Scarecrow was apparently shot in 8 days) and the actors are often green and inexperienced. The one aspect you have complete control over is writing the best script you can within the limitations set before you."
323,"I desperately want to give this movie a 10...I really do. Some movies, especially horror movies are so budget that they are good. A wise-cracking ninja scarecrow who can implement corn cobs as lethal weaponry...definitely fits this 'budget to brilliance' system."
324,"This movie had the potential to be a decent horror movie. The main character was decently done and I felt sorry for him and there was a decent amount of backstory. HOWEVER, everything else sucks."
325,Oh dear lord. This movie... It was horrible.
326,"Spirit of a murdered high school geek animates a scarecrow which then takes revenge on everyone. This movie really annoyed me. It has a great looking monster, has some good low budget effects, some atmosphere but manages to short circuit the good stuff with bad."
327,"With all the excessive violence in this film, it could've been NC-17. But the gore could've been pg-13 and there were quite a lot of swears when the mum had the original jackass bad-hairdewed boy friend. There was a lot of character development which made the film better to watch, then after the kid came back to life as the scarecrow, there was a mindless hour and ten minutes of him killing people."
328,"The director states in the Behind-the-Scenes feature that he loves horror movies. He loves them so much that he dedicated the movie to Dario Argento, as well as other notable directors such as George A. Romero and Tobe Hooper. Basically dedicating this movie to those great directors is like giving your mother a piece of sh*t for Mother's Day."
329,"Scarecrow is set in the small American town of Emerald Grove where high school student Lester Dwervick (Tim Young) is considered the local nerdy geek by teachers & fellow students alike. The poor kid suffers daily humiliation, bullying, teasing & general esteem destroying abuse at the hands of his peers. Unfortunately he doesn't find much support at home since his mom is a slut & after Lester annoys one of her blokes he chases him into a corn field & strangles the poor kid."
330,This movie is so aggrivating. The main character looks like he's 35 and I've seen scrawny beanpoles with more balls than this guy. The plot twists are so predictable its not even worth watching for the humor factor.
331,"Holy @#%& this movie was still warm and juicy from the pile it was made with. I tried to watch this pile of festering waste but found it easier to slash my wrists and slug back a shooter of Lysol floor cleaner than endure more than half of the crap that was on my screen. I rank this well below anything I have ever watched on film or TV, and thats saying something."
332,"I saw this not too long ago, and I must say: This movie is terrible. I watch crappy movies for fun. Scarecreow is not fun."
333,WOW is all i can say if your reading this is either watched it or are thinking about it. trust me watch it! i laughed so hard at so many parts of this movie the worst acting ever made is very funny!
